court,house,area,u_price,t_price,detail_url
海尔御品华府(592号),3室2厅1卫,99.9,8513,85,https://qd.anjuke.com/prop/view/A5790555630?auction=201&hpType=1&entry=102&position=9&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=9
我家阳光上城,3室2厅1卫,89.5,8943,80,https://qd.anjuke.com/prop/view/A5718093656?auction=201&hpType=1&entry=102&position=10&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=10
融创维多利亚湾,3室2厅1卫,96,10209,98,https://qd.anjuke.com/prop/view/A5768810036?auction=201&hpType=1&entry=102&position=11&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=11
慧泽苑小区,3室2厅1卫,86,11140,95.8,https://qd.anjuke.com/prop/view/A5785470673?auction=207&hpType=11&entry=102&position=12&kwtype=filter&now_time=1625016797&spread=filtersearch_c&from=from_esf_List_screen&index=12
青特小镇,3室2厅1卫,97,15980,155,https://qd.anjuke.com/prop/view/A5792686401?auction=201&hpType=1&entry=102&position=13&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=13
融创维多利亚湾,3室2厅1卫,95.5,10366,99,https://qd.anjuke.com/prop/view/A5743397688?auction=201&hpType=1&entry=102&position=14&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=14
融创维多利亚湾,3室2厅1卫,95,9474,90,https://qd.anjuke.com/prop/view/A5761545004?auction=201&hpType=1&entry=102&position=15&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=15
通汇当代阅,3室2厅1卫,90,10006,90,https://qd.anjuke.com/prop/view/A5762483596?auction=201&hpType=1&entry=102&position=16&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=16
少海澜山,3室2厅1卫,80.3,9969,80,https://qd.anjuke.com/prop/view/A5777888786?auction=201&hpType=1&entry=102&position=17&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=17
顺盛琴岛新城,3室2厅1卫,85,9412,80,https://qd.anjuke.com/prop/view/A5770227318?auction=201&hpType=1&entry=102&position=18&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=18
昱苑金岸丽景,3室2厅2卫,99.7,8225,82,https://qd.anjuke.com/prop/view/A5772145182?auction=201&hpType=1&entry=102&position=19&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=19
融创维多利亚湾,3室2厅1卫,95.5,10366,99,https://qd.anjuke.com/prop/view/R1651196591823882?auction=201&hpType=1&entry=102&position=20&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=20
融创维多利亚湾,3室2厅1卫,95.5,10366,99,https://qd.anjuke.com/prop/view/R1811698248736779?auction=201&hpType=1&entry=102&position=21&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=21
台东花园,3室1厅1卫,82,9976,81.8,https://qd.anjuke.com/prop/view/A5808908784?auction=201&hpType=1&entry=102&position=22&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=22
青建景苑,3室2厅1卫,95.3,9973,95,https://qd.anjuke.com/prop/view/A5798477939?auction=207&hpType=11&entry=102&position=23&kwtype=filter&now_time=1625016797&spread=filtersearch_c&from=from_esf_List_screen&index=23
中南环球春风南岸,3室2厅1卫,93,8818,82,https://qd.anjuke.com/prop/view/A5561201786?auction=201&hpType=1&entry=102&position=24&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=24
九九花园,3室1厅1卫,94.8,9072,86,https://qd.anjuke.com/prop/view/A5807378992?auction=201&hpType=1&entry=102&position=25&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=25
园丁小区,3室1厅1卫,88,10114,89,https://qd.anjuke.com/prop/view/A5792110535?auction=201&hpType=1&entry=102&position=26&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=26
贵都花园,3室1厅1卫,92.7,9278,86,https://qd.anjuke.com/prop/view/A5808621264?auction=201&hpType=1&entry=102&position=27&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=27
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5812036830?auction=201&hpType=1&entry=102&position=28&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=28
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5811655517?auction=201&hpType=1&entry=102&position=29&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=29
九九花园,3室1厅1卫,94.8,9072,86,https://qd.anjuke.com/prop/view/A5806102767?auction=201&hpType=1&entry=102&position=30&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=30
世纪新村(中区),3室2厅1卫,82,12074,99,https://qd.anjuke.com/prop/view/A5799897281?auction=201&hpType=1&entry=102&position=31&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=31
越秀和悦府,3室2厅2卫,95.4,9851,94,https://qd.anjuke.com/prop/view/A5801107794?auction=201&hpType=1&entry=102&position=32&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=32
兴华景园(一期二期),3室2厅1卫,85,10824,92,https://qd.anjuke.com/prop/view/A5784141073?auction=201&hpType=1&entry=102&position=33&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=33
青特小镇,3室2厅1卫,96,15209,146,https://qd.anjuke.com/prop/view/A5750187391?auction=201&hpType=1&entry=102&position=34&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=34
青特小镇,3室2厅1卫,96,16250,156,https://qd.anjuke.com/prop/view/A5765826078?auction=201&hpType=1&entry=102&position=35&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=35
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5774428072?auction=201&hpType=1&entry=102&position=36&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=36
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5790108006?auction=201&hpType=1&entry=102&position=37&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=37
青特小镇,3室2厅1卫,98,15817,155,https://qd.anjuke.com/prop/view/A5598487511?auction=201&hpType=1&entry=102&position=38&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=38
金地格林澜山,3室2厅2卫,99.7,8731,87,https://qd.anjuke.com/prop/view/A5677889379?auction=201&hpType=1&entry=102&position=39&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=39
青特小镇,3室2厅1卫,97,15464,150,https://qd.anjuke.com/prop/view/A5779319263?auction=201&hpType=1&entry=102&position=40&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=40
青特小镇,3室2厅1卫,97,15464,150,https://qd.anjuke.com/prop/view/A5811739259?auction=201&hpType=1&entry=102&position=41&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=41
青特小镇,3室2厅1卫,96,16250,156,https://qd.anjuke.com/prop/view/A5808353149?auction=201&hpType=1&entry=102&position=42&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=42
华城路四小区,3室1厅1卫,89,10787,96,https://qd.anjuke.com/prop/view/A5742871544?auction=201&hpType=1&entry=102&position=43&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=43
阳光馨苑(城阳),3室2厅1卫,99.7,9132,91,https://qd.anjuke.com/prop/view/A5789490471?auction=201&hpType=1&entry=102&position=44&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=44
兴华景园(一期二期),3室2厅1卫,85,10824,92,https://qd.anjuke.com/prop/view/A5782587459?auction=201&hpType=1&entry=102&position=45&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=45
园丁小区,3室1厅1卫,88,10114,89,https://qd.anjuke.com/prop/view/A5808963056?auction=201&hpType=1&entry=102&position=46&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=46
中南环球春风南岸,3室2厅1卫,93,8818,82,https://qd.anjuke.com/prop/view/A5595970693?auction=201&hpType=1&entry=102&position=47&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=47
青特小镇,3室2厅1卫,97,15464,150,https://qd.anjuke.com/prop/view/A5752058771?auction=201&hpType=1&entry=102&position=48&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=48
青特小镇,3室2厅1卫,96,15209,146,https://qd.anjuke.com/prop/view/A5809442355?auction=201&hpType=1&entry=102&position=49&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=49
青特小镇,3室2厅1卫,97,15464,150,https://qd.anjuke.com/prop/view/A5783030710?auction=201&hpType=1&entry=102&position=50&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=50
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5791943725?auction=201&hpType=1&entry=102&position=51&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=51
阳光馨苑(城阳),3室2厅1卫,99.7,9132,91,https://qd.anjuke.com/prop/view/A5809681194?auction=201&hpType=1&entry=102&position=52&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=52
华城路四小区,3室1厅1卫,89,10787,96,https://qd.anjuke.com/prop/view/A5800708022?auction=201&hpType=1&entry=102&position=53&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=53
园丁小区,3室1厅1卫,88,10114,89,https://qd.anjuke.com/prop/view/A5794177726?auction=201&hpType=1&entry=102&position=54&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=54
青特小镇,3室2厅1卫,96,16250,156,https://qd.anjuke.com/prop/view/A5778742261?auction=201&hpType=1&entry=102&position=55&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=55
青特小镇,3室2厅1卫,97,15464,150,https://qd.anjuke.com/prop/view/A5794370213?auction=201&hpType=1&entry=102&position=56&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=56
阳光馨苑(城阳),3室2厅1卫,99.7,9132,91,https://qd.anjuke.com/prop/view/A5772434962?auction=201&hpType=1&entry=102&position=57&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=57
青特小镇,3室2厅1卫,97,15464,150,https://qd.anjuke.com/prop/view/A5810075456?auction=201&hpType=1&entry=102&position=58&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=58
青特小镇,3室2厅1卫,97,15464,150,https://qd.anjuke.com/prop/view/A5801756362?auction=201&hpType=1&entry=102&position=59&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=59
青特小镇,3室2厅1卫,96,16146,155,https://qd.anjuke.com/prop/view/A5787581671?auction=201&hpType=1&entry=102&position=0&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=0
青特小镇,3室2厅1卫,97,15980,155,https://qd.anjuke.com/prop/view/A5782960417?auction=201&hpType=1&entry=102&position=1&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=1
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5791600843?auction=201&hpType=1&entry=102&position=2&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=2
天一仁和悦湖锦府,3室2厅1卫,96,10100,96.96,https://qd.anjuke.com/prop/view/A5551459627?auction=201&hpType=1&entry=102&position=3&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=3
山水新城(一期二期),3室1厅1卫,94,9788,92,https://qd.anjuke.com/prop/view/A5670895737?auction=201&hpType=1&entry=102&position=4&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=4
风情蓝岸,3室1厅1卫,84,10715,90,https://qd.anjuke.com/prop/view/A5720838022?auction=201&hpType=1&entry=102&position=5&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=5
紫云盛家,3室1厅1卫,89,9102,81,https://qd.anjuke.com/prop/view/A5811240620?auction=207&hpType=11&entry=102&position=6&kwtype=filter&now_time=1625016798&spread=filtersearch_c&from=from_esf_List_screen&index=6
前湾小区,3室2厅1卫,89,8987,80,https://qd.anjuke.com/prop/view/A5811089020?auction=201&hpType=1&entry=102&position=7&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=7
世纪新村(中区),3室2厅1卫,81.3,11990,97.5,https://qd.anjuke.com/prop/view/A5807602348?auction=201&hpType=1&entry=102&position=8&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=8
龙湖学樘府,3室2厅1卫,89.8,9303,83.5,https://qd.anjuke.com/prop/view/A5676884190?auction=201&hpType=1&entry=102&position=9&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=9
卓越花园,3室2厅2卫,97.4,10123,98.6,https://qd.anjuke.com/prop/view/A5420347164?auction=201&hpType=1&entry=102&position=10&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=10
越秀和悦府,3室2厅2卫,95.9,10119,97,https://qd.anjuke.com/prop/view/A5752589241?auction=201&hpType=1&entry=102&position=11&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=11
越秀和悦府,3室2厅2卫,95.4,10375,99,https://qd.anjuke.com/prop/view/A5646443837?auction=201&hpType=1&entry=102&position=12&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=12
金地格林澜山,3室2厅2卫,99,8889,88,https://qd.anjuke.com/prop/view/A5636328437?auction=201&hpType=1&entry=102&position=13&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=13
圣达公园世家,3室2厅1卫,98.7,10031,99,https://qd.anjuke.com/prop/view/A5810923766?auction=201&hpType=1&entry=102&position=14&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=14
通汇当代阅,3室2厅2卫,88,9091,80,https://qd.anjuke.com/prop/view/A5662398724?auction=201&hpType=1&entry=102&position=15&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=15
富力总部基地,3室2厅1卫,88,9205,81,https://qd.anjuke.com/prop/view/A5642387515?auction=201&hpType=1&entry=102&position=16&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=16
众安青岛新城市,3室2厅1卫,89.6,9936,89,https://qd.anjuke.com/prop/view/A5737675695?auction=201&hpType=1&entry=102&position=17&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=17
万科北宸之光,3室2厅1卫,89,10450,93,https://qd.anjuke.com/prop/view/A5789638859?auction=201&hpType=1&entry=102&position=18&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=18
世纪绿洲,3室2厅1卫,90,9223,83,https://qd.anjuke.com/prop/view/A5681541432?auction=201&hpType=1&entry=102&position=19&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=19
越秀和悦府,3室2厅1卫,95.4,10165,97,https://qd.anjuke.com/prop/view/A5787000430?auction=201&hpType=1&entry=102&position=20&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=20
金地格林澜山,3室2厅2卫,99,8788,87,https://qd.anjuke.com/prop/view/A5774885653?auction=201&hpType=1&entry=102&position=21&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=21
万科北宸之光,3室2厅1卫,89,10113,90,https://qd.anjuke.com/prop/view/A5804381720?auction=201&hpType=1&entry=102&position=22&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=22
环城花园,3室2厅1卫,92,9566,88,https://qd.anjuke.com/prop/view/A5740615806?auction=201&hpType=1&entry=102&position=23&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=23
天一仁和智慧之城(二期三期),3室2厅1卫,82,10366,85,https://qd.anjuke.com/prop/view/A5369414908?auction=201&hpType=1&entry=102&position=24&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=24
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5739497549?auction=201&hpType=1&entry=102&position=25&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=25
永合萃英花园,3室2厅2卫,95,10106,96,https://qd.anjuke.com/prop/view/A5631946570?auction=201&hpType=1&entry=102&position=26&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=26
珠山名苑,3室1厅1卫,89,10899,97,https://qd.anjuke.com/prop/view/A5789118253?auction=201&hpType=1&entry=102&position=27&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=27
滨河小区(黄岛),3室2厅1卫,93,9893,92,https://qd.anjuke.com/prop/view/A5579290117?auction=201&hpType=1&entry=102&position=28&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=28
黄海小区,3室2厅1卫,90,9445,85,https://qd.anjuke.com/prop/view/A5715860021?auction=201&hpType=1&entry=102&position=29&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=29
永合萃英花园,3室2厅1卫,88.1,9079,80,https://qd.anjuke.com/prop/view/A5736275065?auction=201&hpType=1&entry=102&position=30&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=30
新天地国际新城,3室2厅1卫,99,8586,85,https://qd.anjuke.com/prop/view/A5809982856?auction=201&hpType=1&entry=102&position=31&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=31
园丁小区,3室1厅1卫,87,10230,89,https://qd.anjuke.com/prop/view/A5793135360?auction=201&hpType=1&entry=102&position=32&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=32
世纪绿洲,3室2厅1卫,92.2,10309,95,https://qd.anjuke.com/prop/view/A5682318525?auction=201&hpType=1&entry=102&position=33&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=33
永合硕辉苑,3室1厅1卫,98,8980,88,https://qd.anjuke.com/prop/view/A5695495322?auction=201&hpType=1&entry=102&position=34&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=34
园丁小区,3室1厅1卫,87.4,10870,95,https://qd.anjuke.com/prop/view/A5794374068?auction=201&hpType=1&entry=102&position=35&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=35
永合萃英花园,3室2厅1卫,89,9551,85,https://qd.anjuke.com/prop/view/A5794348687?auction=201&hpType=1&entry=102&position=36&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=36
万科北宸之光,3室2厅1卫,89,10787,96,https://qd.anjuke.com/prop/view/A5762860908?auction=201&hpType=1&entry=102&position=37&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=37
卓越蔚蓝郡,3室2厅1卫,89,10899,97,https://qd.anjuke.com/prop/view/A5660115970?auction=201&hpType=1&entry=102&position=38&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=38
天一仁和智慧之城(一期),3室1厅1卫,81,11099,89.9,https://qd.anjuke.com/prop/view/A5728222215?auction=201&hpType=1&entry=102&position=39&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=39
状元阁,3室3厅2卫,94,10532,99,https://qd.anjuke.com/prop/view/A5780333969?auction=201&hpType=1&entry=102&position=40&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=40
华城路一小区,3室1厅1卫,90,9667,87,https://qd.anjuke.com/prop/view/A5796443588?auction=201&hpType=1&entry=102&position=41&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=41
风情蓝岸,3室1厅1卫,80,10000,80,https://qd.anjuke.com/prop/view/A5571729163?auction=201&hpType=1&entry=102&position=42&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=42
华城路一小区,3室1厅1卫,90,9667,87,https://qd.anjuke.com/prop/view/A5782276721?auction=201&hpType=1&entry=102&position=43&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=43
正阳里,3室2厅1卫,97,10207,99,https://qd.anjuke.com/prop/view/A5743077196?auction=201&hpType=1&entry=102&position=44&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=44
电厂小区,3室1厅1卫,98.3,8645,85,https://qd.anjuke.com/prop/view/A5796083870?auction=201&hpType=1&entry=102&position=45&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=45
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5796595278?auction=201&hpType=1&entry=102&position=46&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=46
青特小镇,3室2厅1卫,96,16146,155,https://qd.anjuke.com/prop/view/A5786373118?auction=201&hpType=1&entry=102&position=47&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=47
正阳里,3室2厅1卫,97,10207,99,https://qd.anjuke.com/prop/view/A5810337760?auction=201&hpType=1&entry=102&position=48&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=48
华城路一小区,3室1厅1卫,90,9667,87,https://qd.anjuke.com/prop/view/A5811201364?auction=201&hpType=1&entry=102&position=49&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=49
园丁小区,3室1厅1卫,87,10230,89,https://qd.anjuke.com/prop/view/A5800283665?auction=201&hpType=1&entry=102&position=50&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=50
世纪绿洲,3室2厅1卫,92.2,10309,95,https://qd.anjuke.com/prop/view/A5682383505?auction=201&hpType=1&entry=102&position=51&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=51
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5792316110?auction=201&hpType=1&entry=102&position=52&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=52
园丁小区,3室1厅1卫,87,10230,89,https://qd.anjuke.com/prop/view/A5791991821?auction=201&hpType=1&entry=102&position=53&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=53
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5794591066?auction=201&hpType=1&entry=102&position=54&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=54
园丁小区,3室1厅1卫,87,10230,89,https://qd.anjuke.com/prop/view/A5787219407?auction=201&hpType=1&entry=102&position=55&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=55
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5796300673?auction=201&hpType=1&entry=102&position=56&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=56
园丁小区,3室1厅1卫,87,10230,89,https://qd.anjuke.com/prop/view/A5798409355?auction=201&hpType=1&entry=102&position=57&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=57
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5794168896?auction=201&hpType=1&entry=102&position=58&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=58
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5792727261?auction=201&hpType=1&entry=102&position=59&kwtype=filter&now_time=1625016798&spread=filtersearch_p&from=from_esf_List_screen&index=59
天一仁和智慧之城(二期三期),3室2厅1卫,90,10000,90,https://qd.anjuke.com/prop/view/A5552798536?auction=201&hpType=1&entry=102&position=0&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=0
前湾小区,3室1厅1卫,88.3,9965,88,https://qd.anjuke.com/prop/view/A5798888250?auction=201&hpType=1&entry=102&position=1&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=1
世纪新村(中区),3室2厅1卫,81.3,11990,97.5,https://qd.anjuke.com/prop/view/A5678601104?auction=201&hpType=1&entry=102&position=2&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=2
永合硕辉苑,3室2厅1卫,96,9167,88,https://qd.anjuke.com/prop/view/A5752277572?auction=201&hpType=1&entry=102&position=3&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=3
永合萃英花园,3室2厅1卫,89,9439,84,https://qd.anjuke.com/prop/view/A5552844805?auction=201&hpType=1&entry=102&position=4&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=4
状元阁,3室2厅2卫,92.5,10708,99,https://qd.anjuke.com/prop/view/A5776802305?auction=201&hpType=1&entry=102&position=5&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=5
中国铁建海语城,3室2厅1卫,89,10675,95,https://qd.anjuke.com/prop/view/A5764740916?auction=201&hpType=1&entry=102&position=6&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=6
风情蓝岸,3室1厅1卫,80,10000,80,https://qd.anjuke.com/prop/view/A5617758503?auction=201&hpType=1&entry=102&position=7&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=7
阳光四季花园,3室1厅1卫,80.1,11486,92,https://qd.anjuke.com/prop/view/A5806167115?auction=201&hpType=1&entry=102&position=8&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=8
天一仁和悦湖锦府,3室2厅1卫,98.6,9125,90,https://qd.anjuke.com/prop/view/A5805299237?auction=201&hpType=1&entry=102&position=9&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=9
卧鹏小区,3室1厅1卫,86,10117,87,https://qd.anjuke.com/prop/view/A5799461966?auction=201&hpType=1&entry=102&position=10&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=10
塞纳波斐,3室2厅2卫,84,10596,89,https://qd.anjuke.com/prop/view/A5786671297?auction=201&hpType=1&entry=102&position=11&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=11
华城路一小区,3室1厅1卫,90,9667,87,https://qd.anjuke.com/prop/view/A5798437922?auction=201&hpType=1&entry=102&position=12&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=12
华城路一小区,3室1厅1卫,90,9667,87,https://qd.anjuke.com/prop/view/A5808259790?auction=201&hpType=1&entry=102&position=13&kwtype=filter&now_time=1625016800&spread=filtersearch_p&from=from_esf_List_screen&index=13
